Rk,Player,Pos,Age,Team,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG2M,FG2A,FG2_PCT,NS_FG2_PCT,PLUSMINUS,CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FG3M,FG3A,FG3_PCT,NS_FG3_PCT,PLUSMINUS,mins,o_reb,d_reb,stl,tov,fls,team,o_reb_pct,d_reb_pct,stl_pct,tov_pct,usg_pct
498,Jordan Poole,PG,23,GSW,82,2458,.430,.524,.336,.514,.870,.573,.325,.498,91,96,93,94,111,99,122,129,-79.7,-23.0,1629673,Jordan Poole,1610612744,GSW,81,43,38,30.0,42.3,57.1,4.5,0.3,0.9,8.2,11.6,5.7,0.106,0.135,1629673,Jordan Poole,1610612744,GSW,G,24.0,80,79,0.584,3.29,6.06,0.542,0.54,0.003,1629673,Jordan Poole,1610612744,GSW,G,24.0,80,79,0.416,1.58,4.31,0.365,0.364,0.001,30.0,0.4,2.4,0.8,3.1,2.6,GSW,1.5,8.5,1.2,14.7,29.2
499,Kevin Porter Jr.,PG,22,HOU,59,2024,.442,.501,.366,.522,.784,.565,.299,.436,93,91,102,96,100,97,112,112,-41.0,-32.7,1629645,Kevin Porter Jr.,1610612745,HOU,59,18,41,34.3,56.3,62.0,5.7,0.5,0.6,11.4,14.9,6.9,0.102,0.123,1629645,Kevin Porter Jr.,1610612745,HOU,G-F,23.0,56,56,0.552,5.02,8.27,0.607,0.543,0.064,1629645,Kevin Porter Jr.,1610612745,HOU,G-F,23.0,56,55,0.448,2.5,6.71,0.372,0.369,0.003,34.3,1.3,4.0,1.4,3.2,2.6,HOU,4.1,13.1,2.0,15.8,24.3
500,Michael Porter Jr.,SF,24,DEN,62,1798,.487,.579,.414,.602,.800,.621,.147,.556,102,106,115,110,102,107,55,143,93.1,68.8,1629008,Michael Porter Jr.,1610612743,DEN,62,41,21,29.0,20.9,23.4,1.0,0.1,0.3,1.5,2.8,1.5,0.05,0.073,1629008,Michael Porter Jr.,1610612743,DEN,F,25.0,60,60,0.651,3.43,6.18,0.555,0.547,0.008,1629008,Michael Porter Jr.,1610612743,DEN,F,25.0,60,58,0.349,1.15,3.32,0.347,0.373,-0.026,29.0,1.0,4.5,0.6,1.1,1.9,DEN,4.2,17.2,1.0,7.3,22.7
501,Otto Porter Jr.,SF,29,TOR,8,146,.500,.692,.353,.600,1.000,.656,.267,.567,105,126,98,110,128,113,100,146,3.3,5.0,203490,Otto Porter Jr.,1610612761,TOR,8,4,4,18.3,20.4,15.1,1.0,0.0,0.0,1.8,2.3,1.0,0.049,0.049,203490,Otto Porter Jr.,1610612761,TOR,F,30.0,8,7,0.667,3.63,5.5,0.659,0.541,0.119,203490,Otto Porter Jr.,1610612761,TOR,F,30.0,8,8,0.333,0.75,2.75,0.273,0.331,-0.058,18.3,0.8,1.6,1.4,0.5,0.9,TOR,4.3,10.9,3.7,10.7,11.0
502,Bobby Portis,PF,27,MIL,70,1818,.496,.555,.370,.555,.768,.575,.156,.320,104,101,102,102,98,99,58,83,15.3,-10.4,1626171,Bobby Portis,1610612749,MIL,70,47,23,26.0,35.4,23.5,1.5,0.1,0.2,2.9,4.1,1.8,0.042,0.052,1626171,Bobby Portis,1610612749,MIL,F,28.0,64,63,0.685,4.17,7.97,0.524,0.553,-0.03,1626171,Bobby Portis,1610612749,MIL,F,28.0,64,60,0.315,1.38,3.67,0.374,0.353,0.022,26.0,2.2,7.4,0.4,1.2,1.6,MIL,9.2,28.6,0.8,8.6,21.7
504,Micah Potter,PF,24,UTA,7,52,.667,.750,.571,.800,nan,.800,.000,.467,140,137,158,147,nan,138,nan,120,7.6,6.6,1630695,Micah Potter,1610612762,UTA,7,4,3,7.5,10.0,6.0,0.6,0.0,0.0,0.6,1.3,0.6,0.057,0.057,1630695,Micah Potter,1610612762,UTA,C,25.0,5,5,0.556,1.6,3.0,0.533,0.557,-0.024,1630695,Micah Potter,1610612762,UTA,C,25.0,5,5,0.444,0.4,2.4,0.167,0.334,-0.168,7.4,0.4,1.9,0.1,0.3,0.7,UTA,6.3,26.7,0.9,11.8,13.7
505,Dwight Powell,C,31,DAL,76,1458,.732,.746,.000,.732,.667,.738,.625,.019,154,136,nan,134,85,127,234,5,100.7,107.4,203939,Dwight Powell,1610612742,DAL,76,37,39,19.2,19.7,14.0,0.9,0.1,0.1,1.8,2.4,1.1,0.046,0.057,203939,Dwight Powell,1610612742,DAL,F-C,31.0,74,74,0.77,4.69,8.54,0.549,0.552,-0.003,203939,Dwight Powell,1610612742,DAL,F-C,31.0,74,65,0.23,0.73,2.55,0.286,0.356,-0.071,19.2,2.0,2.2,0.6,0.9,2.8,DAL,11.8,13.3,1.6,15.9,12.6
506,Norman Powell,SG,29,LAC,60,1567,.479,.534,.397,.559,.812,.612,.390,.404,101,98,110,103,104,105,146,104,19.7,51.9,1626181,Norman Powell,1610612746,LAC,60,31,29,26.1,18.7,29.0,1.8,0.1,0.3,3.4,4.7,2.2,0.097,0.118,1626181,Norman Powell,1610612746,LAC,G,30.0,59,56,0.594,2.68,4.97,0.539,0.536,0.003,1626181,Norman Powell,1610612746,LAC,G,30.0,59,55,0.406,1.29,3.39,0.38,0.359,0.021,26.1,0.4,2.5,0.8,1.7,2.1,LAC,1.7,10.7,1.6,10.8,26.0
507,Jason Preston,PG,23,LAC,14,124,.439,.565,.278,.500,.000,.489,.049,.439,92,103,77,92,nan,84,18,113,-3.7,-7.7,1630554,Jason Preston,1610612746,LAC,14,4,10,8.8,17.7,18.2,1.9,0.2,0.2,3.4,4.9,2.4,0.109,0.133,1630554,Jason Preston,1610612746,LAC,G,23.0,10,9,0.625,1.2,2.0,0.6,0.565,0.035,1630554,Jason Preston,1610612746,LAC,G,23.0,10,5,0.375,0.5,1.2,0.417,0.371,0.045,8.9,0.1,1.4,0.1,0.7,0.5,LAC,1.8,17.9,0.8,19.3,18.3
508,Joshua Primo,SG,20,SAS,4,93,.346,.429,.250,.404,.778,.467,.346,.462,73,78,69,74,99,80,130,119,-7.4,-6.8,1630563,Joshua Primo,1610612759,SAS,4,3,1,23.3,31.3,36.0,4.5,0.0,0.8,6.8,11.5,5.3,0.144,0.168,1630563,Joshua Primo,1610612759,SAS,G,20.0,3,3,0.8,5.0,9.33,0.536,0.517,0.019,1630563,Joshua Primo,1610612759,SAS,G,20.0,3,3,0.2,0.67,2.33,0.286,0.375,-0.089,23.3,0.5,2.8,0.3,2.8,2.0,SAS,2.3,13.4,0.5,26.9,18.2
509,Taurean Prince,PF,28,MIN,54,1192,.467,.557,.381,.565,.844,.597,.203,.512,98,102,106,104,108,103,76,132,14.7,13.0,1627752,Taurean Prince,1610612750,MIN,53,30,23,22.0,18.7,20.8,1.5,0.2,0.4,2.7,3.9,2.2,0.083,0.115,1627752,Taurean Prince,1610612750,MIN,F,29.0,51,48,0.643,2.65,5.02,0.527,0.54,-0.013,1627752,Taurean Prince,1610612750,MIN,F,29.0,51,50,0.357,1.02,2.78,0.366,0.35,0.017,22.1,0.3,2.2,0.5,1.3,2.3,MIN,1.4,10.8,1.1,14.3,17.3
510,Payton Pritchard,PG,25,BOS,48,643,.412,.495,.364,.527,.750,.536,.065,.629,87,90,101,97,96,92,25,162,-9.2,-23.0,1630202,Payton Pritchard,1610612738,BOS,48,32,16,13.4,17.3,19.1,1.3,0.1,0.2,3.2,3.6,1.7,0.077,0.097,1630202,Payton Pritchard,1610612738,BOS,G,25.0,35,34,0.756,2.2,4.86,0.453,0.518,-0.065,1630202,Payton Pritchard,1610612738,BOS,G,25.0,35,26,0.244,0.57,1.57,0.364,0.35,0.014,13.4,0.5,1.3,0.3,0.8,0.8,BOS,4.3,10.5,1.1,13.7,19.8
511,Trevelin Queen,SG,25,IND,7,70,.241,.357,.133,.276,1.000,.337,.172,.517,51,65,37,51,128,58,65,133,-15.6,-15.3,1630243,Trevelin Queen,1610612754,IND,7,2,5,10.0,11.4,12.7,0.9,0.3,0.3,1.4,2.0,1.3,0.075,0.113,1630243,Trevelin Queen,1610612754,IND,G,26.0,6,5,0.542,1.17,2.17,0.538,0.53,0.008,1630243,Trevelin Queen,1610612754,IND,G,26.0,6,5,0.458,0.5,1.83,0.273,0.364,-0.091,10.0,1.1,1.3,0.3,1.0,0.6,IND,12.7,14.2,1.4,18.3,22.9
512,Neemias Queta,C,23,SAC,5,29,.667,.667,nan,.667,.000,.607,.222,.000,140,122,nan,122,nan,104,83,nan,2.2,.5,1629674,Neemias Queta,1610612758,SAC,5,1,4,5.7,5.6,3.6,0.2,0.0,0.0,0.4,0.4,0.2,0.036,0.036,1629674,Neemias Queta,1610612758,SAC,C,23.0,5,3,0.737,1.6,2.8,0.571,0.549,0.022,1629674,Neemias Queta,1610612758,SAC,C,23.0,5,4,0.263,0.4,1.0,0.4,0.337,0.063,5.8,1.0,1.2,0.0,0.2,1.4,SAC,19.8,23.5,0.0,9.2,16.1
513,Immanuel Quickley,SG,23,NYK,81,2344,.448,.521,.370,.537,.819,.578,.265,.485,94,95,103,99,105,100,99,125,-14.7,-6.0,1630193,Immanuel Quickley,1610612752,NYK,81,47,34,28.9,37.3,42.4,3.4,0.2,0.6,6.5,9.0,4.2,0.092,0.113,1630193,Immanuel Quickley,1610612752,NYK,G,24.0,77,77,0.648,3.92,7.82,0.502,0.53,-0.028,1630193,Immanuel Quickley,1610612752,NYK,G,24.0,77,73,0.352,1.34,4.25,0.315,0.361,-0.046,28.9,0.7,3.4,1.0,1.2,2.0,NYK,2.7,13.1,1.7,8.7,20.9
514,Lester Quinones,SG,22,GSW,4,18,.400,.000,.500,.600,.667,.654,1.200,.800,84,nan,139,110,85,113,450,206,.5,1.1,1631311,Lester Quinones,1610612744,GSW,4,4,0,4.5,8.8,10.0,0.5,0.0,0.3,1.0,1.0,0.8,0.057,0.086,1631311,Lester Quinones,1610612744,GSW,G,22.0,3,2,0.286,0.33,0.67,0.5,0.536,-0.036,1631311,Lester Quinones,1610612744,GSW,G,22.0,3,3,0.714,0.33,1.67,0.2,0.323,-0.123,4.5,0.3,0.5,0.3,1.3,0.0,GSW,6.2,12.0,2.6,39.6,29.4
515,Julius Randle,PF,28,NYK,77,2737,.459,.553,.343,.536,.757,.581,.371,.444,97,101,95,98,97,100,139,115,-27.6,-0.3,203944,Julius Randle,1610612752,NYK,77,44,33,35.5,44.8,49.7,4.1,0.3,0.3,7.2,10.9,4.7,0.092,0.104,203944,Julius Randle,1610612752,NYK,F-C,28.0,73,73,0.608,4.79,8.74,0.549,0.547,0.002,203944,Julius Randle,1610612752,NYK,F-C,28.0,73,73,0.392,2.14,5.64,0.379,0.359,0.02,35.5,1.8,8.1,0.6,2.8,3.0,NYK,5.6,25.2,0.9,11.5,29.5
516,Austin Reaves,SG,24,LAL,64,1843,.529,.631,.398,.616,.864,.687,.541,.441,111,115,110,113,111,118,203,114,69.7,127.8,1630559,Austin Reaves,1610612747,LAL,64,35,29,28.8,29.7,30.0,3.4,0.3,0.4,6.2,8.5,4.0,0.113,0.134,1630559,Austin Reaves,1610612747,LAL,G,25.0,61,61,0.641,4.74,8.9,0.532,0.532,0.0,1630559,Austin Reaves,1610612747,LAL,G,25.0,61,61,0.359,1.62,4.98,0.326,0.364,-0.038,28.8,0.5,2.5,0.5,1.5,1.7,LAL,2.0,9.0,0.8,14.0,16.2
517,Cam Reddish,SF,23,TOT,40,990,.446,.560,.312,.518,.853,.561,.240,.462,94,102,87,95,109,96,90,119,-17.2,-14.1,1629629,Cam Reddish,1610612757,POR,40,14,26,24.7,17.9,21.0,1.4,0.0,0.2,2.9,3.6,1.7,0.08,0.092,1629629,Cam Reddish,1610612757,POR,F-G,23.0,39,39,0.585,3.38,6.08,0.557,0.546,0.011,1629629,Cam Reddish,1610612757,POR,F-G,23.0,39,37,0.415,1.74,4.31,0.405,0.363,0.042,24.8,0.5,1.8,1.0,1.2,1.8,POR,2.0,8.1,1.9,12.0,17.1
520,Davon Reed,SG,27,TOT,43,342,.333,.289,.370,.435,.667,.471,.286,.548,70,53,102,80,85,81,107,141,-18.6,-20.9,1628432,Davon Reed,1610612747,LAL,43,29,14,8.0,11.4,9.4,0.5,0.0,0.1,1.1,1.3,0.7,0.047,0.057,1628432,Davon Reed,1610612747,LAL,G,28.0,31,29,0.508,1.06,1.94,0.55,0.524,0.026,1628432,Davon Reed,1610612747,LAL,G,28.0,31,24,0.492,0.84,1.87,0.448,0.338,0.11,8.0,0.2,1.1,0.3,0.5,0.9,LAL,3.4,16.0,2.1,17.5,14.5
523,Paul Reed,C,23,PHI,69,755,.593,.606,.167,.596,.745,.620,.244,.029,125,111,46,109,95,107,92,7,21.1,17.9,1630194,Paul Reed,1610612755,PHI,69,44,25,10.9,9.4,6.1,0.4,0.0,0.0,0.8,1.0,0.4,0.041,0.048,1630194,Paul Reed,1610612755,PHI,F,24.0,60,59,0.761,2.67,5.3,0.503,0.544,-0.041,1630194,Paul Reed,1610612755,PHI,F,24.0,60,44,0.239,0.67,1.67,0.4,0.353,0.047,10.9,1.6,2.2,0.7,0.7,1.8,PHI,17.8,23.1,3.0,16.3,16.4
524,Naz Reid,C,23,MIN,68,1251,.537,.653,.346,.602,.677,.617,.220,.376,113,119,96,110,87,106,83,97,65.8,45.3,1629675,Naz Reid,1610612750,MIN,68,32,36,18.4,25.2,21.4,1.1,0.0,0.3,1.8,2.8,1.4,0.045,0.056,1629675,Naz Reid,1610612750,MIN,C-F,23.0,63,63,0.756,4.41,8.27,0.534,0.559,-0.026,1629675,Naz Reid,1610612750,MIN,C-F,23.0,63,56,0.244,0.92,2.67,0.345,0.357,-0.012,18.4,1.1,3.8,0.6,1.4,2.6,MIN,6.6,22.8,1.6,12.7,24.8
525,Jared Rhoden,SG,23,DET,14,198,.386,.500,.250,.443,1.000,.482,.136,.455,81,91,69,81,128,83,51,117,-9.0,-9.2,1631197,Jared Rhoden,1610612765,DET,14,2,12,14.1,12.9,8.4,0.3,0.0,0.1,1.1,0.6,0.4,0.022,0.028,1631197,Jared Rhoden,1610612765,DET,G,23.0,12,11,0.614,1.25,2.92,0.429,0.523,-0.094,1631197,Jared Rhoden,1610612765,DET,G,23.0,12,9,0.386,0.58,1.83,0.318,0.343,-0.025,14.1,0.8,1.9,0.3,0.2,1.6,DET,6.0,15.0,1.0,6.0,10.7
529,Nick Richards,C,25,CHO,65,1217,.629,.628,1.000,.631,.749,.676,.585,.003,132,115,277,116,96,116,219,1,53.7,74.5,1630208,Nick Richards,1610612766,CHA,65,21,44,18.7,17.0,10.9,0.6,0.0,0.0,0.8,1.4,0.6,0.034,0.036,1630208,Nick Richards,1610612766,CHA,C,25.0,63,62,0.8,4.87,9.02,0.54,0.568,-0.027,1630208,Nick Richards,1610612766,CHA,C,25.0,63,53,0.2,0.87,2.25,0.387,0.357,0.031,18.7,2.3,4.1,0.2,0.9,2.4,CHO,12.6,24.0,0.4,13.0,15.6
526,Josh Richardson,SG,29,TOT,65,1530,.431,.506,.365,.528,.852,.555,.146,.529,91,92,101,97,109,95,55,136,-19.1,-31.5,1626196,Josh Richardson,1610612740,NOP,64,24,40,23.6,30.4,30.3,2.6,0.2,0.3,4.6,6.7,3.1,0.087,0.103,1626196,Josh Richardson,1610612740,NOP,G,29.0,63,62,0.637,3.14,5.46,0.576,0.543,0.032,1626196,Josh Richardson,1610612740,NOP,G,29.0,63,61,0.363,1.25,3.11,0.403,0.358,0.045,23.5,0.6,2.1,1.1,1.3,1.8,NOP,2.9,9.9,2.2,12.7,18.4
530,Austin Rivers,SG,30,MIN,52,1016,.435,.558,.350,.538,.769,.564,.187,.589,92,102,97,99,98,97,70,152,-2.9,-7.9,203085,Austin Rivers,1610612750,MIN,52,25,27,19.5,17.4,18.2,1.4,0.2,0.3,2.4,3.8,1.8,0.083,0.105,203085,Austin Rivers,1610612750,MIN,G,30.0,44,44,0.658,2.68,4.68,0.573,0.532,0.041,203085,Austin Rivers,1610612750,MIN,G,30.0,44,38,0.342,0.98,2.43,0.402,0.358,0.043,19.5,0.1,1.5,0.5,0.4,1.5,MIN,0.6,8.4,1.3,9.2,10.5
531,Duncan Robinson,SF,28,MIA,42,691,.371,.556,.328,.504,.906,.534,.135,.810,78,101,91,92,116,92,51,209,-19.5,-23.9,1629130,Duncan Robinson,1610612748,MIA,42,19,23,16.4,16.1,17.0,1.1,0.3,0.2,2.5,2.9,1.5,0.068,0.094,1629130,Duncan Robinson,1610612748,MIA,F,29.0,38,35,0.591,1.89,3.08,0.615,0.54,0.075,1629130,Duncan Robinson,1610612748,MIA,F,29.0,38,27,0.409,0.89,2.13,0.42,0.353,0.066,16.5,0.2,1.5,0.3,0.7,1.8,MIA,1.3,10.7,1.0,10.0,17.9
533,Mitchell Robinson,C,24,NYK,59,1591,.671,.671,nan,.671,.484,.652,.436,.000,141,123,nan,123,62,112,164,nan,70.7,47.1,1629011,Mitchell Robinson,1610612752,NYK,59,35,24,26.9,21.2,10.2,0.9,0.0,0.1,1.0,2.3,0.9,0.042,0.045,1629011,Mitchell Robinson,1610612752,NYK,C-F,25.0,55,55,0.707,4.42,8.38,0.527,0.553,-0.026,1629011,Mitchell Robinson,1610612752,NYK,C-F,25.0,55,53,0.293,1.05,3.47,0.304,0.359,-0.056,27.0,4.5,4.9,0.9,0.7,2.7,NYK,18.4,20.0,1.7,10.9,10.1
534,Orlando Robinson,C,22,MIA,31,425,.528,.566,.000,.528,.710,.565,.348,.067,111,103,nan,97,91,97,131,17,-3.1,-3.3,1631115,Orlando Robinson,1610612748,MIA,31,18,13,13.7,13.4,8.5,0.8,0.0,0.0,1.3,2.1,0.8,0.06,0.063,1631115,Orlando Robinson,1610612748,MIA,C,22.0,28,28,0.791,3.11,5.54,0.561,0.568,-0.006,1631115,Orlando Robinson,1610612748,MIA,C,22.0,28,21,0.209,0.68,1.46,0.463,0.352,0.111,13.7,1.5,2.5,0.4,0.5,1.7,MIA,12.8,22.3,1.4,13.5,12.4
532,Jeremiah Robinson-Earl,PF,22,OKC,43,814,.444,.533,.333,.518,.833,.548,.169,.448,93,97,92,95,107,94,64,116,-13.4,-17.8,1630526,Jeremiah Robinson-Earl,1610612760,OKC,43,16,27,18.9,20.8,14.5,1.0,0.1,0.1,1.6,2.8,1.2,0.048,0.059,1630526,Jeremiah Robinson-Earl,1610612760,OKC,F,22.0,37,37,0.745,4.19,7.59,0.552,0.556,-0.004,1630526,Jeremiah Robinson-Earl,1610612760,OKC,F,22.0,37,30,0.255,1.08,2.59,0.417,0.353,0.064,18.9,1.7,2.5,0.6,0.4,1.7,OKC,9.2,14.7,1.4,6.7,14.6
535,Isaiah Roby,PF,24,SAS,42,474,.432,.516,.300,.490,.488,.497,.265,.387,91,94,83,90,62,86,99,100,-17.0,-29.2,1629676,Isaiah Roby,1610612752,NYK,41,9,32,11.3,13.6,10.4,0.9,0.1,0.0,1.8,2.3,1.0,0.068,0.077,1629676,Isaiah Roby,1610612752,NYK,F,25.0,38,36,0.68,2.24,3.63,0.616,0.556,0.06,1629676,Isaiah Roby,1610612752,NYK,F,25.0,38,28,0.32,0.63,1.71,0.369,0.361,0.008,11.3,0.5,2.0,0.4,0.7,1.3,SAS,4.7,20.6,1.8,15.2,17.8
536,David Roddy,PF,21,MEM,70,1258,.429,.553,.307,.506,.631,.519,.155,.505,90,101,85,93,81,89,58,130,-33.0,-55.5,1631223,David Roddy,1610612763,MEM,70,44,26,18.0,13.2,13.7,0.8,0.1,0.1,1.7,2.2,1.1,0.064,0.081,1631223,David Roddy,1610612763,MEM,F,22.0,65,63,0.571,2.35,4.75,0.495,0.536,-0.041,1631223,David Roddy,1610612763,MEM,F,22.0,65,61,0.429,1.31,3.57,0.366,0.355,0.011,18.0,0.7,2.0,0.4,0.8,1.5,MEM,4.2,12.0,1.1,11.3,16.7
537,Ryan Rollins,PG,20,GSW,12,62,.350,.364,.333,.425,1.000,.508,.300,.450,74,66,92,78,128,87,113,116,-4.8,-3.3,1631157,Ryan Rollins,1610612744,GSW,12,5,7,5.2,8.4,9.5,0.5,0.0,0.1,1.7,1.2,0.6,0.059,0.069,1631157,Ryan Rollins,1610612744,GSW,G,20.0,8,7,0.591,1.0,1.63,0.615,0.512,0.103,1631157,Ryan Rollins,1610612744,GSW,G,20.0,8,4,0.409,0.25,1.13,0.222,0.342,-0.12,5.2,0.3,0.8,0.1,1.3,0.8,GSW,5.4,15.7,0.8,41.4,26.1
538,Derrick Rose,PG,34,NYK,27,338,.384,.438,.302,.443,.917,.463,.075,.396,81,80,84,81,117,80,28,102,-32.4,-39.0,201565,Derrick Rose,1610612752,NYK,27,12,15,12.5,19.1,22.6,1.7,0.1,0.1,3.0,4.2,2.0,0.089,0.103,201565,Derrick Rose,1610612752,NYK,G,34.0,25,24,0.662,1.64,3.76,0.436,0.518,-0.082,201565,Derrick Rose,1610612752,NYK,G,34.0,25,21,0.338,0.68,1.92,0.354,0.356,-0.002,12.5,0.3,1.2,0.3,0.8,0.7,NYK,2.6,10.4,1.0,11.8,23.6
539,Terrence Ross,SG,31,TOT,63,1330,.430,.507,.368,.532,.794,.544,.073,.555,90,93,102,98,102,94,27,143,-12.1,-36.0,203082,Terrence Ross,1610612756,PHX,63,27,36,21.1,13.2,16.7,1.5,0.3,0.1,2.8,4.0,1.9,0.114,0.141,203082,Terrence Ross,1610612756,PHX,G-F,32.0,58,56,0.594,2.72,4.53,0.601,0.546,0.055,203082,Terrence Ross,1610612756,PHX,G-F,32.0,58,55,0.406,1.16,3.1,0.372,0.354,0.018,21.1,0.3,2.1,0.6,0.7,1.5,PHO,1.8,11.2,1.3,8.2,16.8
542,Terry Rozier,SG,28,CHO,63,2221,.415,.480,.327,.484,.809,.517,.185,.425,87,88,91,89,103,89,69,110,-144.5,-164.6,1626179,Terry Rozier,1610612766,CHA,63,19,44,35.3,50.5,64.8,5.1,0.6,0.7,9.7,13.0,6.4,0.1,0.126,1626179,Terry Rozier,1610612766,CHA,G,29.0,60,60,0.652,5.15,8.63,0.597,0.534,0.063,1626179,Terry Rozier,1610612766,CHA,G,29.0,60,59,0.348,1.8,4.62,0.39,0.369,0.021,35.3,0.8,3.3,1.2,2.1,1.9,CHO,2.4,10.2,1.6,9.4,26.9
543,Ricky Rubio,PG,32,CLE,33,566,.343,.417,.256,.402,.800,.442,.197,.461,72,76,71,74,102,76,74,119,-51.1,-53.8,201937,Ricky Rubio,1610612739,CLE,33,23,10,17.2,31.4,31.8,3.5,0.5,0.5,6.8,9.5,4.5,0.111,0.145,201937,Ricky Rubio,1610612739,CLE,G,32.0,31,31,0.661,2.06,3.84,0.538,0.528,0.01,201937,Ricky Rubio,1610612739,CLE,G,32.0,31,29,0.339,0.48,1.97,0.246,0.358,-0.112,17.2,0.3,1.8,0.8,0.9,1.5,CLE,1.9,12.7,2.3,13.8,17.7
544,D'Angelo Russell,PG,26,TOT,71,2304,.469,.548,.396,.572,.829,.605,.228,.517,99,100,110,105,106,104,86,133,50.2,50.4,1626156,D'Angelo Russell,1610612747,LAL,71,39,32,32.5,59.9,65.0,6.2,0.8,0.7,10.5,15.7,7.6,0.103,0.127,1626156,D'Angelo Russell,1610612747,LAL,G,27.0,68,68,0.625,3.85,7.01,0.549,0.535,0.014,1626156,D'Angelo Russell,1610612747,LAL,G,27.0,68,68,0.375,1.46,4.21,0.346,0.363,-0.017,32.5,0.5,2.5,1.0,2.6,2.0,LAL,1.7,8.5,1.4,15.1,22.7
547,Matt Ryan,SF,25,TOT,34,310,.370,.333,.381,.519,.833,.538,.111,.778,78,61,106,95,107,93,42,201,-5.8,-9.7,1630346,Matt Ryan,1610612750,MIN,33,14,19,9.3,6.8,7.7,0.5,0.1,0.1,0.8,1.1,0.6,0.067,0.094,1630346,Matt Ryan,1610612750,MIN,F,26.0,27,25,0.563,1.63,3.0,0.543,0.524,0.019,1630346,Matt Ryan,1610612750,MIN,F,26.0,27,23,0.438,1.04,2.33,0.444,0.363,0.081,9.1,0.1,0.6,0.1,0.2,0.8,MIN,1.4,7.6,0.8,5.8,16.5
550,Domantas Sabonis,C,26,SAC,79,2736,.615,.639,.373,.632,.742,.668,.467,.088,129,117,104,116,95,115,175,23,162.1,195.5,1627734,Domantas Sabonis,1610612758,SAC,79,47,32,34.6,65.2,50.7,7.3,0.5,0.3,12.7,19.3,8.0,0.111,0.123,1627734,Domantas Sabonis,1610612758,SAC,F-C,27.0,77,77,0.835,8.79,15.52,0.567,0.568,-0.001,1627734,Domantas Sabonis,1610612758,SAC,F-C,27.0,77,71,0.165,1.19,3.06,0.39,0.365,0.025,34.6,3.2,9.1,0.8,2.9,3.5,SAC,10.6,30.0,1.1,16.9,21.3
555,Olivier Sarr,C,23,OKC,9,114,.500,.636,.125,.517,.714,.544,.233,.267,105,116,35,95,91,94,88,69,-1.7,-2.5,1630846,Olivier Sarr,1610612760,OKC,9,5,4,12.6,13.4,8.2,0.4,0.0,0.0,0.3,1.0,0.4,0.033,0.033,1630846,Olivier Sarr,1610612760,OKC,C,24.0,6,6,0.767,2.83,5.5,0.515,0.541,-0.026,1630846,Olivier Sarr,1610612760,OKC,C,24.0,6,3,0.233,0.17,1.67,0.1,0.297,-0.197,12.7,1.3,2.1,0.1,0.4,1.9,OKC,11.1,18.2,0.4,10.8,13.6
557,Admiral Schofield,PF,25,ORL,37,451,.451,.646,.324,.549,.913,.587,.189,.607,95,118,90,101,117,101,71,157,1.0,1.4,1629678,Admiral Schofield,1610612753,ORL,37,14,23,12.2,15.2,10.5,0.8,0.1,0.0,1.4,2.3,0.9,0.055,0.059,1629678,Admiral Schofield,1610612753,ORL,F,26.0,33,28,0.572,1.58,2.64,0.598,0.546,0.052,1629678,Admiral Schofield,1610612753,ORL,F,26.0,33,27,0.428,0.76,1.97,0.385,0.364,0.021,12.2,0.6,1.1,0.2,0.4,1.6,ORL,5.8,9.8,0.9,10.8,14.1
559,Jay Scrubb,SG,22,ORL,2,30,.714,.600,1.000,.857,.500,.825,.286,.286,150,110,277,157,64,142,107,74,4.4,3.8,1630206,Jay Scrubb,1610612753,ORL,2,1,1,15.1,19.0,15.5,0.5,0.0,0.0,1.5,1.5,0.5,0.026,0.026,1630206,Jay Scrubb,1610612753,ORL,G,22.0,1,1,0.429,1.0,3.0,0.333,0.506,-0.172,1630206,Jay Scrubb,1610612753,ORL,G,22.0,1,1,0.571,2.0,4.0,0.5,0.384,0.116,15.0,0.0,3.0,1.0,1.5,1.0,ORL,0.0,22.7,3.2,27.6,15.6
